job_name,result,bmc_circuit_size,bmc_dag_size,bmc_time,bmc_solve_time,hybrid_smap_new,hybrid_smap_insert,hybrid_smap_hit,hybrid_smap_miss,hybrid_smap_abort,hybrid_smap_skip,hybrid_thm_skip_store,hybrid_arm_skip_store,hybrid_arm_skip_memset,hybrid_arm_skip_memcpy,hybrid_ptr_norm,hybrid_rw_ite,opsem_simp_time,seahorn_total_time
array_eq_ignore_case,TRUE,12,2276,2.64,2.60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.67
byte_buf_reserve_relative,TRUE,14,236,0.14,0.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.15
byte_buf_init_copy_from_cursor,TRUE,14,246,0.27,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.29
byte_buf_secure_zero,TRUE,11,163,0.19,0.17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.21
byte_buf_write_be16,TRUE,11,168,0.08,0.06,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
byte_buf_write_be32,TRUE,11,168,0.07,0.06,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.09
byte_buf_write,TRUE,13,322,0.43,0.40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.45
array_eq,TRUE,12,1121,3.22,3.19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,3.25
byte_buf_write_be64,TRUE,11,168,0.08,0.06,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
array_list_pop_front,TRUE,11,310,3.28,3.24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,3.30
array_list_pop_front_n,TRUE,15,379,3.34,3.29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.03,0.00,3.37
array_list_swap_contents,TRUE,12,271,2.19,2.17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.21
byte_buf_write_u8,TRUE,11,166,0.08,0.07,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.09
byte_cursor_advance,TRUE,8,203,0.20,0.19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.21
byte_cursor_advance_nospec,TRUE,8,234,0.31,0.30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.33
byte_buf_cat,TRUE,38,613,1.99,1.95,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.04
byte_buf_from_c_str,TRUE,9,913,2.01,1.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.03
array_list_push_front,TRUE,19,332,4.13,4.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.16
byte_cursor_eq_c_str,TRUE,9,313,0.16,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
byte_buf_write_from_whole_cursor,TRUE,19,437,0.83,0.78,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.02,0.00,0.86
byte_cursor_eq_c_str_ignore_case,TRUE,9,313,0.15,0.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.17
byte_cursor_from_array,TRUE,9,80,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
byte_cursor_from_buf,TRUE,9,156,0.06,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_write_from_whole_buffer,TRUE,20,484,1.14,1.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.03,0.00,1.17
byte_cursor_left_trim_pred,TRUE,8,358,0.06,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_cursor_from_string,TRUE,9,322,0.11,0.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,120,n/a,n/a,0.00,0.00,0.00,0.12
array_list_push_back,TRUE,19,344,4.80,4.79,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.83
byte_cursor_eq_byte_buf,TRUE,11,781,0.79,0.77,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.82
byte_buf_eq,TRUE,12,1175,3.20,3.17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,3.25
array_list_shrink_to_fit,TRUE,14,300,4.13,4.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.16
byte_cursor_compare_lexical,TRUE,10,775,1.19,1.17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.22
byte_cursor_read_be16,TRUE,12,252,0.12,0.10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.13
byte_cursor_read_be32,TRUE,12,283,0.14,0.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.16
byte_cursor_eq,TRUE,10,767,1.29,1.27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.31
byte_buf_eq_ignore_case,TRUE,12,2388,2.97,2.92,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,3.00
byte_cursor_read_be64,TRUE,12,345,0.24,0.22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.26
hash_ptr,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
byte_cursor_read,TRUE,15,481,0.75,0.72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.01,0.77
byte_cursor_read_u8,TRUE,13,338,0.16,0.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.00,0.18
byte_cursor_satisfies_pred,TRUE,8,272,0.04,0.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.06
byte_cursor_right_trim_pred,TRUE,8,340,0.12,0.10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.14
hash_array_ignore_case,TRUE,9,179,0.03,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.05
byte_cursor_read_and_fill_buffer,TRUE,17,585,0.84,0.79,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.03,0.01,0.87
hash_byte_cursor_ptr_ignore_case,TRUE,8,184,0.04,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.06
hash_string,TRUE,9,243,0.17,0.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,0.00,0.00,0.00,0.19
byte_cursor_from_c_str,TRUE,9,775,1.59,1.57,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.62
byte_cursor_trim_pred,TRUE,8,595,0.59,0.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.62
hash_callback_string_destroy,TRUE,9,177,0.19,0.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.00,0.00,0.00,0.21
byte_cursor_eq_byte_buf_ignore_case,TRUE,11,2373,2.45,2.40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.01,2.47
array_list_erase,TRUE,13,276,6.45,6.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,6.48
byte_buf_init_copy,TRUE,13,1056,3.98,3.91,n/a,n/a,n/a,n/a,n/a,n/a,n/a,996,n/a,n/a,0.00,0.03,0.01,4.00
hash_table_move,TRUE,9,324,0.24,0.22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,0.00,0.00,0.00,0.27
hash_table_get_entry_count,TRUE,9,326,0.27,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,0.00,0.00,0.00,0.29
array_list_copy,TRUE,19,280,6.80,6.77,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,6.83
byte_cursor_compare_lookup,TRUE,14,1203,2.94,2.90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.98
hash_iter_done,TRUE,11,475,0.51,0.48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,n/a,n/a,0.00,0.00,0.00,0.56
byte_cursor_eq_ignore_case,TRUE,10,2288,2.68,2.62,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,2.71
hash_table_swap,TRUE,14,619,0.93,0.90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,104,n/a,n/a,0.00,0.00,0.00,0.97
hash_table_clear,TRUE,9,703,0.83,0.80,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,0.00,0.00,0.00,0.87
hash_table_clean_up,TRUE,9,677,0.94,0.91,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,0.00,0.00,0.00,0.98
hash_c_string,TRUE,9,929,1.51,1.48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,1.54
linked_list_init,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04
linked_list_remove,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04
linked_list_prev,TRUE,7,26,0.01,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
hash_iter_begin,TRUE,9,1136,1.65,1.61,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a,n/a,0.00,0.00,0.01,1.71
hash_iter_begin_done,TRUE,9,1371,1.63,1.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,n/a,n/a,0.00,0.00,0.01,1.73
linked_list_next,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
hash_iter_next,TRUE,11,796,2.01,1.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,n/a,n/a,0.00,0.00,0.01,2.06
linked_list_node_reset,TRUE,8,71,0.09,0.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
linked_list_insert_after,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
linked_list_insert_before,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
hash_byte_cursor_ptr,TRUE,8,1235,2.32,2.28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.01,2.42
string_bytes,TRUE,9,163,0.38,0.37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,0.00,0.00,0.00,0.40
byte_buf_write_from_whole_string,TRUE,14,969,7.32,7.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,728,n/a,n/a,0.00,0.03,0.02,7.35
hash_table_init_unbounded,TRUE,11,824,4.06,4.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,93,8,n/a,0.00,0.01,0.03,4.09
linked_list_back,TRUE,16,743,4.22,4.19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48,n/a,n/a,0.00,0.01,0.01,4.25
hash_table_find,TRUE,9,1282,4.66,4.62,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,0.00,0.00,0.01,4.73
linked_list_end,TRUE,16,734,4.25,4.21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48,n/a,n/a,0.00,0.01,0.01,4.29
linked_list_front,TRUE,16,919,4.88,4.84,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,n/a,n/a,0.00,0.01,0.01,4.91
array_list_comparator_string,TRUE,16,2026,13.37,13.32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.00,0.01,0.02,13.41
linked_list_push_back,TRUE,18,842,4.38,4.33,n/a,n/a,n/a,n/a,n/a,n/a,30,99,n/a,n/a,0.00,0.01,0.01,4.43
string_eq_byte_cursor,TRUE,13,947,3.57,3.54,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,n/a,n/a,0.00,0.00,0.01,3.60
linked_list_begin,TRUE,16,847,6.36,6.31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,n/a,n/a,0.00,0.01,0.01,6.40
string_new_from_c_str,TRUE,12,631,0.73,0.70,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.76
string_eq_byte_buf,TRUE,14,961,4.59,4.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,0.00,0.00,0.01,4.61
string_destroy,TRUE,9,159,0.11,0.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,0.00,0.00,0.00,0.12
string_eq_byte_buf_ignore_case,TRUE,14,2523,4.42,4.36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23,n/a,n/a,0.00,0.01,0.02,4.45
linked_list_rbegin,TRUE,16,943,5.12,5.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48,n/a,n/a,0.00,0.01,0.01,5.16
linked_list_rend,TRUE,16,854,5.03,4.99,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,n/a,n/a,0.00,0.01,0.01,5.07
linked_list_pop_front,TRUE,16,1076,6.45,6.38,n/a,n/a,n/a,n/a,n/a,n/a,96,138,n/a,n/a,0.00,0.02,0.02,6.51
string_destroy_secure,TRUE,9,378,0.36,0.34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,240,9,n/a,0.00,0.00,0.00,0.36
linked_list_pop_back,TRUE,16,1000,7.10,7.04,n/a,n/a,n/a,n/a,n/a,n/a,96,150,n/a,n/a,0.00,0.02,0.02,7.15
priority_queue_clean_up,TRUE,33,184,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04
hash_callback_c_str_eq,TRUE,12,1725,9.33,9.30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,0.00,0.00,0.01,9.38
linked_list_push_front,TRUE,18,1187,6.56,6.49,n/a,n/a,n/a,n/a,n/a,n/a,126,144,n/a,n/a,0.00,0.02,0.02,6.61
ring_buffer_init,TRUE,11,167,0.26,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.28
hash_callback_string_eq,TRUE,12,1838,9.57,9.52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212,n/a,n/a,0.00,0.01,0.02,9.61
ring_buffer_clean_up,TRUE,11,152,0.30,0.28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.31
string_eq,TRUE,12,1091,6.29,6.26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92,n/a,n/a,0.00,0.00,0.01,6.32
priority_queue_init_static,TRUE,5,97,0.40,0.39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.42
priority_queue_size,TRUE,12,290,1.06,1.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.09
hash_table_init_bounded,TRUE,11,892,9.58,9.51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,102,8,n/a,0.00,0.01,0.03,9.61
string_eq_ignore_case,TRUE,12,3959,3.49,3.39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,132,n/a,n/a,0.00,0.02,0.04,3.52
priority_queue_init_dynamic,TRUE,9,126,0.81,0.80,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.84
array_eq_c_str_ignore_case2,TRUE,9,318,0.16,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.17
priority_queue_top,TRUE,12,292,1.09,1.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.13
priority_queue_capacity,TRUE,12,290,1.06,1.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.10
string_new_from_array,TRUE,12,454,3.74,3.71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,120,n/a,8,0.00,0.00,0.00,3.75
array_list_capacity2,TRUE,11,126,0.01,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.03
string_eq_c_str,TRUE,12,1471,4.88,4.85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33,n/a,n/a,0.00,0.00,0.01,4.90
array_list_init_static2,TRUE,12,160,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.04
array_eq_c_str2,TRUE,12,962,1.24,1.21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.26
array_list_back2,TRUE,14,196,0.74,0.72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.76
array_list_sort2,TRUE,11,121,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.04
array_list_front2,TRUE,14,189,0.80,0.79,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.83
string_new_from_string,TRUE,12,741,3.73,3.70,n/a,n/a,n/a,n/a,n/a,n/a,n/a,567,n/a,20,0.00,0.01,0.01,3.75
array_list_get_at_ptr2,TRUE,13,159,0.94,0.93,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.96
byte_buf_append2,TRUE,15,175,0.10,0.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.12
byte_buf_advance2,TRUE,14,178,0.13,0.11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.15
array_list_get_at2,TRUE,14,182,1.17,1.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.19
hash_table_foreach,TRUE,13,1129,10.91,10.51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,106,n/a,n/a,0.00,0.03,0.32,11.04
array_eq_ignore_case2,TRUE,12,2210,1.45,1.40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,1.47
array_eq2,TRUE,12,1054,2.38,2.35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.40
array_list_length2,TRUE,11,125,0.84,0.82,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.86
byte_buf_append_dynamic2,TRUE,21,277,0.24,0.22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.26
string_compare,TRUE,12,1156,8.70,8.67,n/a,n/a,n/a,n/a,n/a,n/a,n/a,94,n/a,n/a,0.00,0.01,0.01,8.72
array_list_push_back2,TRUE,17,307,1.22,1.21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.25
